video_id,username,views
a503510231,ocelote,95
a545684581,ocelote,386
a469221412,ocelote,79
a410701734,ocelote,1446
a453216279,ocelote,4939
a515890511,ocelote,844
a458831883,ocelote,958
a399673668,ocelote,3823
a403834948,ocelote,404
a460819803,ocelote,443
a410646985,ocelote,101
a426187417,ocelote,2856
a398062582,ocelote,112
a455468276,ocelote,414
a460726206,ocelote,595
a410646436,ocelote,95
a515637670,ocelote,70
a503621559,ocelote,1355
a462781578,ocelote,329
a447660619,ocelote,1861
a400384607,ocelote,113
a424328470,ocelote,3705
a526062450,ocelote,139
a532015171,ocelote,1287
a503509725,ocelote,109
a474101493,ocelote,873
a394296472,ocelote,103
a470189010,ocelote,124
a481445306,ocelote,2687
a503508964,ocelote,24
a528127454,ocelote,1047
a470196099,ocelote,552
a456311526,ocelote,868
a542945693,ocelote,81
a518126512,ocelote,1095
a401209180,ocelote,102
a460701762,ocelote,39
a383808631,ocelote,505
a556683641,ocelote,246
a532010050,ocelote,161
a520612674,ocelote,1447
a479903366,ocelote,1636
a398931182,ocelote,1728
a389934373,ocelote,171
a404166111,ocelote,1753
a526071516,ocelote,1867
a552816929,ocelote,589
a480881350,ocelote,166
a522898712,ocelote,1208
a513865570,ocelote,1085
a468414788,ocelote,1017
a473013479,ocelote,1294
a480895384,ocelote,2725
a478827124,ocelote,756
a403790467,ocelote,847
a402999209,ocelote,3049
a401293965,ocelote,935
a445205192,ocelote,1527
a391307244,ocelote,171
a409805864,ocelote,1580
a480882294,ocelote,385
a455287350,ocelote,1157
a468152039,ocelote,106
a478125983,ocelote,435
a534633924,ocelote,987
a455936362,ocelote,649
a470445053,ocelote,477
a394304745,ocelote,59
a468981392,ocelote,411
a389946449,ocelote,2191
a459917163,ocelote,416
a470377285,ocelote,430
a515663500,ocelote,625
a401209546,ocelote,194
a474918592,ocelote,831
a455272099,ocelote,60
a430442319,meteos,1700
a431057544,meteos,643
a547072432,meteos,473
a541113152,meteos,891
a539364250,meteos,1129
a468036722,meteos,846
a552694236,meteos,1710
a557599753,meteos,90
a540664016,meteos,729
a506576874,meteos,3837
a435082403,meteos,449
a434026628,meteos,2110
a442014700,meteos,2181
a518318033,meteos,1232
a478054619,meteos,5275
a502797621,meteos,2509
a435090548,meteos,1115
a435049514,meteos,1069
a548631743,meteos,819
a492551279,meteos,1534
a486159854,meteos,2118
a483826308,meteos,3169
a512467707,meteos,1293
a545531223,meteos,766
a444474808,meteos,4856
a550450934,meteos,1473
a433106362,meteos,1479
a506228139,meteos,812
a418844952,meteos,396
a548622574,meteos,188
a427926618,meteos,530
a437007811,meteos,1570
a418927626,meteos,1955
a417480919,meteos,468
a543231984,meteos,890
a438758022,meteos,10683
a450332512,meteos,10989
a450003191,meteos,2900
a418490801,meteos,736
a438031366,meteos,2453
a432020344,meteos,1204
a433436795,meteos,1505
a550068826,meteos,1242
a521137399,meteos,1725
a529055523,meteos,3609
a478048543,meteos,483
a468117008,meteos,2923
a433559497,meteos,2163
a497685972,meteos,11948
a518300888,meteos,317
a442506076,meteos,2808
a430264266,meteos,562
a422813032,meteos,1107
a506062285,meteos,1716
a545860868,meteos,449
a546146766,meteos,596
a417849950,meteos,891
a552329391,meteos,1188
a518844905,meteos,1502
a491108743,meteos,2844
a502263713,meteos,3224
a548985153,meteos,1281
a427778638,meteos,248
a421487231,meteos,590
a538307105,meteos,959
a555694527,meteos,885
a493909219,meteos,1375
a487653831,meteos,1897
a418137165,meteos,677
a488643771,meteos,4098
a506569599,meteos,422
a440990904,meteos,1133
a421067559,meteos,598
a442994253,meteos,3314
a468099256,meteos,1066
a515970949,meteos,1715
a433949261,meteos,1117
a448934752,meteos,2695
a540937521,meteos,1434
a555731553,meteos,714
a512703783,meteos,1917
a543418076,meteos,264
a518573717,meteos,1667
a492533819,meteos,1247
a547992568,meteos,517
a456024308,meteos,20316
a547382343,meteos,1280
a425064028,meteos,868
a422037449,meteos,297
a474884199,meteos,680
a422417204,meteos,426
a417535116,meteos,834
a448330264,meteos,5749
a418104536,meteos,432
a431543556,meteos,523
a426955626,meteos,870
a474857275,meteos,1965
a425355768,meteos,504
a418381416,meteos,762
a521925377,meteos,1482
a475044167,meteos,6073
a421985045,meteos,393
a522164236,meteos,4972
a515546986,meteos,789
a505711795,meteos,701
a486495968,meteos,1175
a557259911,meteos,459
a441016680,meteos,7584
a468896935,meteos,2639
a494152338,meteos,4131
a533665889,meteos,2395
a515812001,meteos,1292
a484122103,meteos,2963
a427876376,meteos,367
a543425744,meteos,859
a420618138,meteos,559
a513934754,meteos,2048
a492213041,meteos,2401
a520253514,meteos,1638
a518307002,meteos,623
a546463633,meteos,571
a504727069,meteos,1746
a414555051,meteos,1680
a515539100,meteos,152
a531136694,meteos,2048
a548326839,meteos,1585
a436538871,meteos,1947
a519651817,meteos,2563
a521112301,meteos,421
a417621963,meteos,1187
a431677048,meteos,840
a468401693,meteos,2030
a543417734,meteos,52
a486726114,meteos,2032
a440850541,meteos,3130
a470092805,meteos,7563
a428324779,meteos,1333
a465789641,didyouknowgaming,7356
a465783154,didyouknowgaming,3079
a465782528,didyouknowgaming,6606
a548764973,dota2ti_kr,34
a443702451,dota2ti_kr,70
a442774169,dota2ti_kr,1615
a548834710,dota2ti_kr,18
a548758362,dota2ti_kr,20
a549095590,dota2ti_kr,45
a549750063,dota2ti_kr,56
a444217189,dota2ti_kr,196
a443203872,dota2ti_kr,133
a549431621,dota2ti_kr,47
a442231472,dota2ti_kr,74
a442713397,dota2ti_kr,32
a548891103,dota2ti_kr,45
a529391516,jeromeasf,5164
a484775672,jeromeasf,1746
a525309692,jeromeasf,2478
a525287510,jeromeasf,640
a472590533,jeromeasf,674
a472597588,jeromeasf,1948
a471485679,jeromeasf,4543
a525286461,jeromeasf,403
a501826125,jeromeasf,1649
a505291951,jeromeasf,3861
a526261525,jeromeasf,2285
a526251535,jeromeasf,369
a526253206,jeromeasf,317
a482139375,jeromeasf,2856
a505303675,jeromeasf,12830
a471370987,jeromeasf,8340
a548293362,dota2ti_cn,0
a444217531,dota2ti_cn,223
a548869138,dota2ti_cn,156
a547200455,dota2ti_cn,146
a549427885,dota2ti_cn,357
a548291139,dota2ti_cn,1
a548840138,dota2ti_cn,15
a545956043,dota2ti_cn,38
a549749940,dota2ti_cn,320
a548279695,dota2ti_cn,5
a548414699,dota2ti_cn,6
a548851203,dota2ti_cn,79
a546890835,dota2ti_cn,78
a548461825,dota2ti_cn,3
a548414453,dota2ti_cn,33
a545652212,dota2ti_cn,71
a548841994,dota2ti_cn,36
a548414839,dota2ti_cn,2
a546561843,dota2ti_cn,63
a549095414,dota2ti_cn,260
a548462735,dota2ti_cn,9
a548761079,dota2ti_cn,80
a546251806,dota2ti_cn,47
a548834832,dota2ti_cn,56
a548754421,dota2ti_cn,7
a547475357,dota2ti_cn,116
a442765515,dota2ti_cn,245
a548287929,dota2ti_cn,3
c4051020,sega_channel_retro,13
c4819301,sega_channel_retro,7
c4088147,sega_channel_retro,24
c4051087,sega_channel_retro,14
c4592234,sega_channel_retro,13
c3971354,sega_channel_retro,13
a541781880,sega_channel_retro,12
a520495243,sega_channel_retro,5
c4349774,sega_channel_retro,47
a548525598,sega_channel_retro,41
c4051012,sega_channel_retro,16
c4349797,sega_channel_retro,43
c4050978,sega_channel_retro,19
a513157871,sega_channel_retro,1229
c4051100,sega_channel_retro,13
c4814982,sega_channel_retro,14
c3968232,sega_channel_retro,31
c4529619,sega_channel_retro,29
a502782383,sega_channel_retro,2
c4080753,sega_channel_retro,12
a524957214,sega_channel_retro,6
a519999084,sega_channel_retro,16
c4004038,sega_channel_retro,14
a520776383,sega_channel_retro,24
c4004074,sega_channel_retro,7
a502773978,sega_channel_retro,7
c4819334,sega_channel_retro,2
a502798977,sega_channel_retro,2
c4349749,sega_channel_retro,27
a519096173,sega_channel_retro,3
a502922783,sega_channel_retro,9
a531161906,sega_channel_retro,8
a516308415,sega_channel_retro,116
a553566503,sega_channel_retro,72
c3941561,sega_channel_retro,12
a522779686,sega_channel_retro,58
c4004015,sega_channel_retro,5
a519063441,sega_channel_retro,84
c4529594,sega_channel_retro,13
a514890671,sega_channel_retro,115
a533126409,sega_channel_retro,37
a554299331,sega_channel_retro,14
c3941527,sega_channel_retro,19
a502777484,sega_channel_retro,2
c4592199,sega_channel_retro,1
c4529542,sega_channel_retro,13
a540124061,sega_channel_retro,15
c4688057,sega_channel_retro,12
c4349675,sega_channel_retro,21
c4051056,sega_channel_retro,17
c3966137,sega_channel_retro,10
a519055728,sega_channel_retro,10
c4051007,sega_channel_retro,31
a502948200,sega_channel_retro,9
c4592215,sega_channel_retro,6
a544199568,sega_channel_retro,9
a519053987,sega_channel_retro,12
a502812085,sega_channel_retro,17
c4688034,sega_channel_retro,29
c4819277,sega_channel_retro,5
a502793196,sega_channel_retro,2
a541244759,sega_channel_retro,32
a520502749,sega_channel_retro,41
c4688087,sega_channel_retro,47
c4866703,sega_channel_retro,3
c4498774,sega_channel_retro,11
a554312252,sega_channel_retro,13
a419747792,athenelive,488
a391045899,athenelive,182
a487278007,athenelive,82
a523365381,athenelive,166
a490843636,athenelive,162
a520148420,athenelive,179
a535103399,athenelive,65
a387413306,athenelive,415
a545614506,athenelive,432
a542585613,athenelive,628
a380522660,athenelive,209
a483679871,athenelive,1128
a507092810,athenelive,121
a484214912,athenelive,252
a508773371,athenelive,89
a544097161,athenelive,118
a395861672,athenelive,221
a485970446,athenelive,80
a440200458,athenelive,379
a494483215,athenelive,15
a511449127,athenelive,126
a400743434,athenelive,201
a506572801,athenelive,149
a487503297,athenelive,86
a524272352,athenelive,122
a483532213,athenelive,231
a540884390,athenelive,7
a492387120,athenelive,405
a430414274,athenelive,933
a480830543,athenelive,393
a536392738,athenelive,75
a370984757,athenelive,233
a493955829,athenelive,179
a457229007,athenelive,1394
a515069438,athenelive,194
a507699797,athenelive,7
a546226925,athenelive,254
a509639520,athenelive,110
a447138526,athenelive,1604
a510977051,athenelive,396
a546857653,athenelive,35
a517340389,athenelive,262
a483727434,athenelive,560
a374148744,athenelive,219
a467385157,athenelive,193
a480884057,athenelive,184
a540856201,athenelive,10
a489273485,athenelive,20
a492669499,athenelive,1022
a363748889,athenelive,524
a486146833,athenelive,293
a504520075,athenelive,222
a477840748,athenelive,279
a544695799,athenelive,235
a363634797,athenelive,146
a372267880,athenelive,528
a406765024,athenelive,784
a511970573,athenelive,171
a483039390,athenelive,20
a371381299,athenelive,114
a485380576,athenelive,100
a540850353,athenelive,8
a503118690,athenelive,323
a541691762,athenelive,38
a554149800,athenelive,450
a481010470,athenelive,249
a503650191,athenelive,211
a463207057,athenelive,518
a481470696,athenelive,156
a526171889,athenelive,55
a494458353,athenelive,6
a428513185,athenelive,551
a500275733,athenelive,121
a371240164,athenelive,103
a481759928,athenelive,224
a374974009,athenelive,150
a519862924,athenelive,14
a506295100,athenelive,118
a542081155,athenelive,187
a381825504,athenelive,276
a494742357,athenelive,117
a502082144,athenelive,99
a380905150,athenelive,286
a551776641,athenelive,771
a366979333,athenelive,358
a402545610,athenelive,305
a452218220,athenelive,367
a527269710,athenelive,108
a494455668,athenelive,10
a480680946,athenelive,23566
a519583308,athenelive,141
a496811106,athenelive,170
a526419129,athenelive,175
a410461666,athenelive,254
a529077096,athenelive,142
a440856318,athenelive,337
a535326204,athenelive,101
a491068697,athenelive,151
a508004384,athenelive,114
a503279804,athenelive,281
a368410608,athenelive,218
a481475961,athenelive,214
a490821180,athenelive,82
a540863219,athenelive,20
a522394962,athenelive,148
a467107380,athenelive,2601
a404744188,athenelive,251
a483039439,athenelive,28
a514775941,athenelive,190
a541392504,athenelive,236
a494485574,athenelive,32
a541720213,athenelive,163
a494177918,athenelive,275
a410052156,athenelive,157
a369746357,athenelive,65
a494488530,athenelive,21
a549466545,athenelive,406
a484473556,athenelive,193
a366007274,athenelive,109
a488653120,athenelive,78
a480973881,athenelive,283
a506055790,athenelive,157
a487659781,athenelive,131
a537204433,athenelive,117
a490579326,athenelive,406
a483039240,athenelive,38
a507445896,athenelive,136
a419963782,athenelive,451
a466830683,athenelive,283
a365765894,athenelive,160
a378996936,athenelive,276
a386106823,athenelive,244
a371926989,athenelive,278
a364073472,athenelive,165
a482075338,athenelive,396
a489445335,athenelive,110
a534821511,athenelive,77
a396092973,athenelive,182
a424061238,athenelive,384
a490103939,athenelive,770
a479783491,athenelive,95
a389512712,athenelive,255
a444125420,athenelive,297
a430887055,athenelive,396
a543799996,athenelive,189
a387978445,athenelive,342
a519272467,athenelive,115
a531013594,athenelive,166
a399546025,athenelive,291
a488748247,athenelive,48
a536049435,athenelive,69
a547756979,athenelive,417
a364625168,athenelive,66
a364276177,athenelive,483
a556629171,athenelive,409
a478540733,athenelive,658
a486005703,athenelive,81
a432595256,athenelive,222
a494769085,athenelive,43
a378250084,athenelive,120
a553866155,athenelive,236
a362977845,athenelive,897
a491162091,athenelive,173
a482300383,athenelive,163
a373808271,athenelive,144
a527946020,athenelive,128
a530293268,athenelive,157
a471011346,athenelive,493
a503369172,athenelive,606
a516296877,athenelive,9
a416332630,athenelive,578
a542263812,athenelive,276
a479937716,athenelive,270
a530285667,athenelive,38
a363675412,athenelive,236
a393631791,athenelive,156
a479390356,athenelive,283
a478166201,athenelive,908
a438673979,athenelive,354
a547174171,athenelive,305
a418414895,athenelive,911
a431391336,athenelive,264
a534978359,athenelive,107
a550406033,athenelive,701
a540896101,athenelive,162
a550073740,athenelive,446
a486870540,athenelive,1974
a554812111,athenelive,1285
a378527813,athenelive,176
a392129604,athenelive,191
a363719229,athenelive,201
a507716096,athenelive,24
a386948586,athenelive,1145
a370092163,athenelive,339
a369176133,athenelive,217
a516751662,athenelive,199
a527599330,athenelive,144
a518160993,athenelive,176
a376291647,athenelive,142
a556286276,athenelive,331
a480391155,athenelive,453
a408500368,athenelive,790
a540851150,athenelive,12
a520714917,athenelive,142
a488504822,athenelive,12
a439193242,athenelive,377
a491851216,athenelive,353
a436688906,athenelive,285
a523960581,athenelive,133
a481483029,athenelive,756
a553136479,athenelive,729
a525192581,athenelive,126
a533116486,athenelive,127
a479037524,athenelive,696
a498623700,athenelive,601
a491631503,athenelive,1302
a448275352,athenelive,439
a550395982,athenelive,242
a421000557,athenelive,215
a515694500,athenelive,737
a495415072,athenelive,150
a528803107,athenelive,93
a523702376,athenelive,121
a548390071,athenelive,678
a535409188,athenelive,75
a366678836,athenelive,93
a482536056,athenelive,427
a481670386,athenelive,161
a486396938,athenelive,154
a399278231,athenelive,828
a396440652,athenelive,336
a396694487,athenelive,227
a421224937,athenelive,613
a549050565,athenelive,547
a370514702,athenelive,344
a389925635,athenelive,195
a515992325,athenelive,154
a385281331,athenelive,1429
a383945676,athenelive,3767
a513950644,athenelive,2027
a437349830,athenelive,498
a364943528,athenelive,326
a369450337,athenelive,1216
a362379186,athenelive,1225
a363626059,athenelive,71
a524313612,athenelive,108
a482004908,athenelive,215
a370965472,athenelive,105
a554490026,athenelive,400
a543531439,athenelive,297
a540853848,athenelive,14
a400378884,athenelive,301
a540855339,athenelive,5
a494462692,athenelive,22
a526725336,athenelive,123
a397004867,athenelive,232
a505237618,athenelive,458
a402991904,athenelive,361
a397608987,athenelive,190
a555599505,athenelive,341
a548728676,athenelive,531
a404389012,athenelive,145
a496544994,athenelive,212
a535572724,athenelive,160
a519870343,athenelive,140
a521275266,athenelive,229
a514213858,athenelive,2001
a366710130,athenelive,1135
a388356354,athenelive,315
a443630512,athenelive,332
a532957311,athenelive,120
a494477464,athenelive,8
a381448021,athenelive,18150
a525501929,athenelive,259
a483947373,athenelive,300
a371584908,athenelive,94
a408964925,athenelive,5605
a546871675,athenelive,250
a411408271,athenelive,1076
a482915845,athenelive,196
a516303706,athenelive,74
a517019636,athenelive,213
a501588910,athenelive,78
a480648913,athenelive,121
a551417051,athenelive,3099
a393117231,athenelive,172
a386956803,athenelive,1239
a489024784,athenelive,84
a510753672,athenelive,97
a545300005,athenelive,23
a508264070,athenelive,100
a534813993,athenelive,16
a496177184,athenelive,169
a532785119,athenelive,43
a482930669,athenelive,87
a364640747,athenelive,264
a485663560,athenelive,267
a485151625,athenelive,283
a502357767,athenelive,99
a487771855,athenelive,50
a529378221,athenelive,235
a489904566,athenelive,39
a557345144,athenelive,586
a380055011,athenelive,194
a540222196,athenelive,163
a547450504,athenelive,385
a537798767,athenelive,162
a516480873,athenelive,34
a481461293,athenelive,385
a539907248,athenelive,286
a495894056,athenelive,248
a370502357,athenelive,92
a467671179,athenelive,194
a378695507,athenelive,317
a537517103,athenelive,130
a386600172,athenelive,354
a414069032,athenelive,27313
a420305310,athenelive,339
a379682715,athenelive,196
a487878176,athenelive,40
a498911105,athenelive,135
a434265218,athenelive,1421
a399667870,athenelive,417
a403400888,athenelive,313
a511700508,athenelive,149
a489925184,athenelive,212
a500462177,athenelive,145
a486012260,athenelive,180
a367677773,athenelive,179
a498062553,athenelive,166
a513669251,athenelive,180
a494776820,athenelive,247
a524879988,athenelive,105
a477271474,athenelive,201
a484648963,athenelive,165
a480661988,athenelive,292
a532292063,athenelive,59
a488939886,athenelive,153
a509324180,athenelive,99
a525876497,athenelive,94
a471667304,athenelive,213
a494487609,athenelive,9
a366091828,athenelive,213
a399587914,athenelive,461
a432389304,athenelive,18119
a480747957,athenelive,368
a404017018,athenelive,2777
a540875310,athenelive,17
a484719253,athenelive,54
a518431215,athenelive,134
a505862393,athenelive,444
a479368161,athenelive,57
a507724520,athenelive,136
a493460828,athenelive,216
a557037334,athenelive,293
a512494971,athenelive,179
a541101583,athenelive,192
a494973321,athenelive,209
a518504849,athenelive,84
a535399888,athenelive,24
a536650683,athenelive,99
a513386405,athenelive,161
a376943689,athenelive,253
a476036693,athenelive,213
a483043044,athenelive,378
a476896866,athenelive,213
