video_id,index,url,type
a430787320,0,http://media-cdn.twitch.tv/store124.media88/archives/2013-7-15/live_user_tribesascend_1373885867.flv,a
a420207417,0,http://media-cdn.twitch.tv/store51.media10/archives/2013-6-22/live_user_tribesascend_1371866470.flv,a
a420207417,1,http://media-cdn.twitch.tv/store32.media32/archives/2013-6-22/live_user_tribesascend_1371868272.flv,a
a420207417,2,http://media-cdn.twitch.tv/store46.media46/archives/2013-6-22/live_user_tribesascend_1371870076.flv,a
a420207417,3,http://media-cdn.twitch.tv/store22.media80/archives/2013-6-22/live_user_tribesascend_1371871872.flv,a
a420207417,4,http://media-cdn.twitch.tv/store51.media10/archives/2013-6-22/live_user_tribesascend_1371873674.flv,a
a420207417,5,http://media-cdn.twitch.tv/store85.media64/archives/2013-6-22/live_user_tribesascend_1371875476.flv,a
a441583700,0,http://media-cdn.twitch.tv/store123.media87/archives/2013-8-6/live_user_tribesascend_1375787041.flv,a
a441583700,1,http://media-cdn.twitch.tv/store84.media63/archives/2013-8-6/live_user_tribesascend_1375788844.flv,a
a441583700,2,http://media-cdn.twitch.tv/store145.media97/archives/2013-8-6/live_user_tribesascend_1375790648.flv,a
a441583700,3,http://media-cdn.twitch.tv/store74.media58/archives/2013-8-6/live_user_tribesascend_1375792446.flv,a
a441583700,4,http://media-cdn.twitch.tv/store87.media65/archives/2013-8-6/live_user_tribesascend_1375794247.flv,a
a441583700,5,http://media-cdn.twitch.tv/store77.media60/archives/2013-8-6/live_user_tribesascend_1375796051.flv,a
a540925873,0,http://media-cdn.twitch.tv/store119.media85/archives/2014-6-22/live_user_tribesascend_1403467383.flv,a
a540925873,1,http://media-cdn.twitch.tv/store128.media89/archives/2014-6-22/live_user_tribesascend_1403469188.flv,a
a540925873,2,http://media-cdn.twitch.tv/store65.media55/archives/2014-6-22/live_user_tribesascend_1403470989.flv,a
a540925873,3,http://media-cdn.twitch.tv/store157.media103/archives/2014-6-22/live_user_tribesascend_1403472791.flv,a
a343269888,0,http://media-cdn.twitch.tv/store56.media51/archives/2012-11-26/live_user_tribesascend_1353972242.flv,a
a343269888,1,http://media-cdn.twitch.tv/store56.media51/archives/2012-11-26/live_user_tribesascend_1353974044.flv,a
a343269888,2,http://media-cdn.twitch.tv/store69.media57/archives/2012-11-27/live_user_tribesascend_1353975845.flv,a
a343269888,3,http://media-cdn.twitch.tv/store132.media91/archives/2012-11-27/live_user_tribesascend_1353977650.flv,a
a343269888,4,http://media-cdn.twitch.tv/store129.media89/archives/2012-11-27/live_user_tribesascend_1353979453.flv,a
a343269888,5,http://media-cdn.twitch.tv/store148.media99/archives/2012-11-27/live_user_tribesascend_1353981252.flv,a
a343269888,6,http://media-cdn.twitch.tv/store47.media47/archives/2012-11-27/live_user_tribesascend_1353983055.flv,a
a343269888,7,http://media-cdn.twitch.tv/store155.media102/archives/2012-11-27/live_user_tribesascend_1353984858.flv,a
a508717457,0,http://media-cdn.twitch.tv/store53.media50/archives/2014-3-6/live_user_tribesascend_1394116091.flv,a
a508717457,1,http://media-cdn.twitch.tv/store158.media104/archives/2014-3-6/live_user_tribesascend_1394117893.flv,a
a508717457,2,http://media-cdn.twitch.tv/store127.media84/archives/2014-3-6/live_user_tribesascend_1394119695.flv,a
a508717457,3,http://media-cdn.twitch.tv/store111.media73/archives/2014-3-6/live_user_tribesascend_1394121495.flv,a
a508717457,4,http://media-cdn.twitch.tv/store54.media49/archives/2014-3-6/live_user_tribesascend_1394123299.flv,a
a508717457,5,http://media-cdn.twitch.tv/store103.media68/archives/2014-3-6/live_user_tribesascend_1394125101.flv,a
a508717457,6,http://media-cdn.twitch.tv/store131.media90/archives/2014-3-6/live_user_tribesascend_1394126902.flv,a
a468977462,0,http://media-cdn.twitch.tv/store130.media90/archives/2013-10-10/live_user_smitegame_1381413712.flv,a
a417994351,0,http://media-cdn.twitch.tv/store92.media67/archives/2013-6-17/live_user_smitegame_1371430908.flv,a
a417994351,1,http://media-cdn.twitch.tv/store92.media67/archives/2013-6-17/live_user_smitegame_1371432710.flv,a
a417994351,2,http://media-cdn.twitch.tv/store95.media6/archives/2013-6-17/live_user_smitegame_1371434515.flv,a
a417994351,3,http://media-cdn.twitch.tv/store116.media81/archives/2013-6-17/live_user_smitegame_1371436314.flv,a
a417994351,4,http://media-cdn.twitch.tv/store154.media102/archives/2013-6-17/live_user_smitegame_1371438112.flv,a
a417994351,5,http://media-cdn.twitch.tv/store103.media68/archives/2013-6-17/live_user_smitegame_1371439915.flv,a
a381087154,0,http://media-cdn.twitch.tv/store128.media89/archives/2013-3-23/live_user_smitegame_1364005540.flv,a
a381087154,1,http://media-cdn.twitch.tv/store125.media88/archives/2013-3-23/live_user_smitegame_1364007345.flv,a
a381087154,2,http://media-cdn.twitch.tv/store110.media73/archives/2013-3-23/live_user_smitegame_1364009145.flv,a
a381087154,3,http://media-cdn.twitch.tv/store81.media62/archives/2013-3-23/live_user_smitegame_1364010559.flv,a
a381087154,4,http://media-cdn.twitch.tv/store65.media55/archives/2013-3-23/live_user_smitegame_1364012191.flv,a
a347940202,0,http://media-cdn.twitch.tv/store64.media54/archives/2012-12-14/live_user_tribesascend_1355486589.flv,a
a347940202,1,http://media-cdn.twitch.tv/store160.media105/archives/2012-12-14/live_user_tribesascend_1355488391.flv,a
a347940202,2,http://media-cdn.twitch.tv/store123.media87/archives/2012-12-14/live_user_tribesascend_1355490193.flv,a
a347940202,3,http://media-cdn.twitch.tv/store123.media87/archives/2012-12-14/live_user_tribesascend_1355491995.flv,a
a347940202,4,http://media-cdn.twitch.tv/store129.media89/archives/2012-12-14/live_user_tribesascend_1355493796.flv,a
a347940202,5,http://media-cdn.twitch.tv/store124.media88/archives/2012-12-14/live_user_tribesascend_1355495598.flv,a
a404443113,0,http://media-cdn.twitch.tv/store50.media48/archives/2013-5-17/live_user_smitegame_1368756315.flv,a
a404443113,1,http://media-cdn.twitch.tv/store70.media57/archives/2013-5-17/live_user_smitegame_1368758119.flv,a
a404443113,2,http://media-cdn.twitch.tv/store73.media58/archives/2013-5-17/live_user_smitegame_1368759920.flv,a
a404443113,3,http://media-cdn.twitch.tv/store144.media97/archives/2013-5-17/live_user_smitegame_1368761722.flv,a
